-0.032,0.238
-0.085,-0.588
4.855,0.691
8.6195,0.498025
12.011,1.01572
12.379,2.39393
16.5265,2.3403
18.2468,3.27669
20.2497,5.26848
21.312,6.43508
21.3707,7.02416
22.4435,7.90308
23.2628,8.77592
24.4337,9.85796
25.6958,12.0479
24.0799,12.4204
23.9593,14.124
24.5829,14.8255
24.7168,17.2523
23.7912,18.5392
21.9877,19.619
20.9748,20.4685
20.5816,21.6091
19.31,21.6785
19.6121,23.4198
17.4884,24.2239
17.1896,25.436
17.5053,25.672
15.6965,26.362
15.6898,27.6053
14.9638,27.2794
14.0572,28.9302
12.4754,28.7887
11.4338,30.4852
10.3311,30.1076
9.44133,31.4048
7.8437,30.764
6.64397,31.7994
5.81232,31.9617
6.45492,31.9357
4.22255,32.8378
5.05206,33.2481
2.73859,33.2799
3.52976,33.3241
1.05568,32.3394
0.194502,33.2873
1.61804,32.6514
0.597292,32.4471
0.714396,33.8098
-1.11068,32.7918
-1.0145,32.3791
-1.87719,32.6729
-2.33846,32.7889
-2.15436,32.5045
-1.45295,32.3658
-1.6705,32.3827
-3.2072,32.8241
-2.49345,32.494
-2.48223,32.0102
-2.08684,32.6222
-1.72944,31.323
-2.15215,31.598
-1.96616,31.4531
-1.89954,31.8501
-3.3398,31.4195
-2.51253,31.794
-2.72463,31.197
-1.18301,30.9311
3.81578,32.0378
5.59589,31.4917
8.94687,32.209
8.98892,32.547
12.1578,33.0944
11.4965,34.3267
13.1033,33.7768
13.1652,34.4618
15.8172,35.409
16.0478,36.2
16.1752,37.6206
16.0874,38.1067
16.2898,39.5252
15.6057,39.3998
15.6703,40.9546
14.5033,41.737
15.4408,41.91
15.9296,42.3741
15.7928,43.8466
13.6551,44.8877
13.8434,44.4564
12.8462,45.349
12.6665,46.1649
11.8227,46.6559
10.6024,46.9235
11.3745,48.5537
9.57901,49.0502
9.83805,48.5748
7.64063,49.008
7.24582,49.7728
6.52622,50.513
6.93565,50.1152
4.67769,50.5059
4.81404,51.1283
3.74955,50.5021
3.09448,50.7694
2.49754,51.8063
1.93333,51.9803
1.26734,51.914
2.30657,51.9667
1.78713,51.625
1.90566,52.4758
0.964116,52.1064
-0.481311,52.4345
-0.79571,51.1023
0.0205981,51.8176
-1.31943,51.1118
-1.28943,51.4845
0.304844,52.239
-0.438291,51.0978
-1.69925,51.8136
-1.71053,52.1072
-0.10402,51.0195
-0.988457,51.4975
0.0703635,50.8765
-1.13575,51.6006
-1.20796,50.7456
-0.338985,51.4077
-1.86339,51.6053
-0.308764,51.4885
-2.42712,50.9457
-1.76653,50.945
-2.53389,50.5675
-1.16567,50.6175
-0.335442,50.7745
-0.276443,50.2059
4.66461,50.6178
6.56311,51.5433
9.89973,51.7905
13.6512,53.1304
15.4518,52.7669
17.5412,54.3867
19.9893,54.6172
21.3626,56.1291
22.0035,56.9339
22.2938,59.0128
23.6653,59.1743
23.7577,61.1124
24.6439,62.3538
23.9416,63.8475
23.9459,64.873
24.7358,65.1845
22.9528,67.1409
23.3624,67.8512
22.1723,68.8665
21.4545,70.6773
20.5618,71.8826
20.3835,72.0392
18.9298,73.443
17.8248,74.5014
17.597,75.2574
17.2476,76.2609
15.6796,76.8673
15.0488,77.4704
14.1635,77.5346
13.4485,78.4193
10.5035,79.1863
9.73742,80.2445
9.17291,80.0016
9.54114,80.9925
8.76701,81.0072
6.03695,81.0209
7.23464,81.9573
6.00536,81.8348
3.6573,81.6154
4.28262,82.7974
2.83244,82.8122
3.69852,83.3772
2.19517,82.4394
2.10609,83.0249
0.495405,83.3693
-0.401484,83.647
0.891104,82.65
0.447285,82.4983
-1.94461,82.638
-0.366268,82.4345
-0.451158,83.1631
-1.55818,82.4593
-1.59951,82.7869
-1.79496,82.7628
-1.50579,82.6465
-3.46418,82.9604
-2.57895,81.8955
-3.5347,82.4692
-3.03607,81.5184
-2.62247,81.5038
-2.85453,82.1586
-3.28684,82.1786
-3.40848,81.1694
-3.12264,81.5104
-2.57145,81.2491
-1.17016,81.1
3.81551,80.6224
8.88396,82.1698
13.775,82.8989
18.5076,83.9477
23.3797,84.6404
27.9705,85.9939
29.912,87.8649
30.082,88.5389
29.929,90.6339
29.983,91.7279
29.927,92.7029
30.062,94.3989
29.942,96.0949
29.944,98.2739
29.998,98.6889
30.012,100.7
30.078,102.62
30.087,103.952
29.906,104.948
29.927,107.134
30.024,108.928
30.002,109.693
30.024,110.717
30.009,112.623
30.068,113.864
30.074,115.168
30.014,117.613
30.022,118.42
30.057,120.851
30.063,121.819
29.913,122.892
29.949,124.182
29.942,126.886
30.058,128.463
29.6469,128.995
29.0891,131.152
28.2607,131.981
27.1103,132.883
27.067,134.744
27.0474,136.521
25.1203,137.822
24.9385,138.201
23.7188,140.086
23.1708,141.147
23.0343,141.649
21.5584,142.731
20.1826,144.353
19.2418,144.724
16.6877,146.41
16.4129,146.673
16.4357,147.691
13.6087,148.893
13.5815,149.339
11.2466,149.732
10.4702,150.611
9.25122,150.946
8.11635,151.684
8.85586,151.888
6.49138,151.929
6.92158,152.152
4.42743,152.482
4.61668,152.088
4.50413,153.594
4.27992,152.63
3.5586,153.907
2.30948,153.333
-2.75704,152.576
-7.11812,152.327
-11.9761,152.658
-16.873,151.555
-20.3277,151.119
-25.1167,149.381
-28.9971,148.356
-29.989,145.855
