11.574,0.079,10.958
10.642,0.098,10.943
10.879,0.067,10.930
10.325,0.096,10.894
10.291,0.086,10.852
11.146,0.075,10.863
10.620,0.064,10.834
10.884,0.053,10.820
9.546,0.053,10.716
10.868,0.022,10.691
9.460,0.081,10.601
9.630,0.021,10.498
10.450,0.050,10.468
10.769,0.049,10.461
10.968,0.068,10.478
10.816,0.038,10.470
9.863,0.047,10.404
9.669,0.086,10.346
10.325,0.066,10.325
9.980,0.085,10.291
9.524,0.074,10.223
10.437,0.084,10.224
10.780,0.063,10.239
10.832,0.072,10.262
9.624,0.032,10.184
9.415,0.071,10.115
9.905,0.040,10.067
9.734,0.039,10.010
8.813,0.009,9.880
9.271,0.078,9.819
10.239,0.067,9.822
9.556,0.037,9.765
8.752,0.036,9.656
8.817,0.055,9.567
8.812,0.015,9.462
10.206,0.034,9.466
10.400,0.044,9.488
8.643,0.043,9.393
8.875,0.062,9.327
9.117,0.062,9.280
9.147,0.051,9.233
9.928,0.000,9.218
9.468,0.070,9.207
8.477,0.069,9.130
9.735,0.039,9.128
9.183,0.058,9.099
9.440,0.037,9.079
9.737,0.027,9.077
9.763,0.016,9.074
9.319,-0.005,9.033
8.964,0.005,8.976
7.838,0.024,8.856
9.322,0.034,8.846
8.515,0.043,8.787
9.147,-0.007,8.751
8.899,0.002,8.706
9.071,-0.009,8.672
8.952,-0.009,8.632
8.942,0.060,8.627
9.002,0.010,8.604
8.421,0.019,8.549
7.980,0.059,8.486
7.468,-0.002,8.363
8.925,0.018,8.354
8.662,0.007,8.323
6.989,0.057,8.207
8.335,0.006,8.162
8.690,0.046,8.163
7.805,0.055,8.110
6.740,0.054,7.988
6.884,0.054,7.880
7.277,0.043,7.799
7.970,0.043,7.769
7.963,0.013,7.726
7.155,0.022,7.637
8.087,0.002,7.606
7.608,-0.019,7.536
6.448,0.001,7.403
6.408,-0.010,7.268
7.158,-0.020,7.186
7.467,0.049,7.163
6.436,-0.001,7.049
5.945,0.038,6.927
7.443,-0.002,6.892
5.950,-0.002,6.761
5.457,-0.003,6.603
5.784,0.037,6.493
5.410,0.026,6.359
5.286,-0.004,6.209
5.412,-0.025,6.066
5.697,-0.005,5.960
6.341,-0.025,5.893
6.176,0.024,5.844
6.220,0.024,5.803
4.983,0.034,5.686
5.217,-0.007,5.572
5.769,-0.007,5.502
5.622,0.033,5.446
4.864,-0.018,5.320
6.236,0.042,5.321
6.007,0.031,5.304
6.069,0.021,5.290
5.999,-0.029,5.250
5.110,0.011,5.173
5.200,0.040,5.121
4.150,0.040,5.002
3.950,-0.000,4.857
4.379,-0.021,4.739
4.308,0.029,4.646
4.407,0.039,4.570
4.565,0.008,4.495
3.794,0.038,4.387
3.591,-0.022,4.243
4.679,0.008,4.195
5.097,0.007,4.179
3.834,-0.003,4.076
4.861,-0.033,4.035
3.188,0.027,3.914
4.204,-0.033,3.839
3.390,-0.014,3.725
2.836,0.036,3.604
3.352,0.036,3.524
3.848,-0.004,3.463
2.733,0.025,3.346
3.439,0.015,3.278
4.004,-0.035,3.230
2.549,0.015,3.112
3.654,-0.035,3.052
2.948,0.005,2.969
2.563,-0.016,2.855
3.707,0.004,2.835
3.181,0.024,2.792
2.065,-0.016,2.659
3.109,0.024,2.623
1.603,-0.026,2.465
1.987,0.034,2.370
2.780,0.024,2.329
3.074,0.033,2.316
1.167,0.013,2.168
1.061,0.003,2.016
-7.716,0.023,1.291
2.467,-0.007,1.264
1.830,0.013,1.208
1.693,0.033,1.157
1.276,0.003,1.069
2.229,0.013,1.055
1.492,-0.027,0.978
1.035,0.003,0.890
2.268,0.023,0.901
1.730,-0.007,0.864
0.913,-0.007,0.776
1.886,0.033,0.779
1.349,-0.037,0.716
1.151,-0.027,0.650
1.724,-0.027,0.628
0.327,0.033,0.544
-0.400,-0.007,0.398
0.373,-0.017,0.307
0.996,-0.027,0.259
-0.421,-0.037,0.117
0.242,0.033,0.060
-0.555,0.033,-0.046
0.348,-0.027,-0.114
0.121,-0.007,-0.182
0.614,-0.017,-0.216
0.398,-0.017,-0.260
-0.539,0.023,-0.344
-0.995,0.034,-0.448
0.448,0.034,-0.450
-1.488,-0.016,-0.603
0.186,-0.026,-0.640
-1.590,0.024,-0.769
-1.776,-0.026,-0.926
-0.691,-0.036,-1.007
-1.257,0.034,-1.087
-2.062,-0.015,-1.239
-0.528,0.035,-1.256
-1.573,-0.015,-1.364
-1.588,-0.035,-1.476
-0.773,-0.035,-1.525
-1.647,-0.015,-1.619
-2.492,0.036,-1.740
-2.026,-0.004,-1.842
-2.510,0.016,-1.960
-1.073,0.026,-1.971
-1.267,0.006,-2.000
-2.930,-0.023,-2.152
-2.614,0.037,-2.246
-1.196,0.027,-2.244
-3.109,0.027,-2.368
-2.401,0.038,-2.433
-1.454,0.038,-2.430
-2.815,0.008,-2.530
-3.377,-0.032,-2.681
-2.418,-0.031,-2.758
-3.079,0.019,-2.850
-3.080,0.039,-2.928
-3.481,0.040,-3.027
-2.061,-0.010,-3.048
-2.571,0.010,-3.091
-3.570,0.020,-3.191
-2.350,0.011,-3.209
-3.149,0.041,-3.262
-2.877,0.041,-3.293
-2.936,0.002,-3.344
-3.254,-0.028,-3.426
-3.901,-0.028,-3.544
-2.978,0.003,-3.580
-4.175,0.003,-3.692
-3.872,0.033,-3.763
-3.928,0.024,-3.838
-3.164,0.034,-3.852
-3.809,0.035,-3.907
-4.074,0.015,-3.984
-4.019,-0.025,-4.071
-5.083,0.046,-4.191
-5.147,-0.004,-4.333
-4.231,0.007,-4.400
-5.294,0.017,-4.530
-4.596,-0.023,-4.623
-4.138,0.038,-4.652
-4.070,-0.012,-4.696
-5.071,-0.021,-4.807
-4.462,-0.011,-4.866
-5.333,0.020,-4.964
-4.313,0.020,-4.987
-5.102,-0.020,-5.079
-4.721,0.041,-5.111
-4.250,0.051,-5.103
-5.378,0.002,-5.193
-5.366,0.042,-5.257
-6.183,0.003,-5.391
-5.900,0.033,-5.484
-4.736,0.044,-5.489
-6.282,0.034,-5.600
-5.127,0.035,-5.628
-5.391,0.055,-5.660
-6.756,0.026,-5.796
-5.759,0.056,-5.843
-6.772,0.017,-5.973
-6.085,0.057,-6.032
-5.577,-0.012,-6.084
-5.899,-0.012,-6.154
-5.629,0.049,-6.172
-5.310,-0.000,-6.189
-6.980,0.020,-6.305
-6.379,0.011,-6.379
-6.268,0.061,-6.417
-6.986,0.042,-6.510
-7.294,0.052,-6.613
-6.221,0.013,-6.657
-5.817,-0.006,-6.679
-7.113,0.034,-6.766
-7.369,0.035,-6.865
-7.273,0.025,-6.956
-6.547,0.046,-6.983
-7.351,0.006,-7.080
-7.494,0.017,-7.176
-6.326,0.028,-7.183
-7.658,0.038,-7.271
-7.509,0.019,-7.354
-7.030,0.020,-7.399
-7.959,0.030,-7.498
-7.879,0.011,-7.594
-7.787,0.001,-7.683
-6.945,0.002,-7.710
-7.543,0.023,-7.763
-6.739,0.063,-7.740
-7.745,0.044,-7.792
-7.431,0.035,-7.824
-7.106,0.055,-7.821
-8.000,0.026,-7.890
-6.983,0.027,-7.887
-7.096,0.007,-7.898
-8.358,0.008,-7.991
-8.709,0.009,-8.101
-7.030,0.029,-8.084
-8.080,0.040,-8.130
-8.790,0.011,-8.235
-8.058,0.041,-8.271
-8.667,0.062,-8.334
-7.194,0.073,-8.291
-8.431,0.053,-8.340
-7.887,0.014,-8.367
-7.802,0.075,-8.358
-7.886,0.075,-8.353
-7.680,0.036,-8.352
-7.384,0.057,-8.319
-8.556,0.038,-8.375
-7.568,0.048,-8.356
-8.899,0.079,-8.411
-8.789,0.090,-8.451
-7.589,0.020,-8.441
-7.488,0.021,-8.423
-9.376,0.032,-8.525
-7.924,0.033,-8.525
-9.100,0.073,-8.583
-8.756,0.054,-8.625
-8.692,0.095,-8.641
-8.856,0.055,-8.685
-7.720,0.036,-8.659
-8.423,0.087,-8.656
-7.916,0.038,-8.642
-8.127,0.098,-8.613
-8.488,0.089,-8.613
-8.599,0.100,-8.616
-9.038,0.081,-8.656
-9.327,0.071,-8.719
-7.875,0.062,-8.685
-9.252,0.073,-8.740
-9.608,0.064,-8.820
-8.664,0.074,-8.828
-8.159,0.075,-8.801
-8.433,0.056,-8.802
-9.807,0.057,-8.894
-8.439,0.037,-8.899
-9.621,0.088,-8.958
-8.073,0.109,-8.901
-9.923,0.060,-8.993
-8.553,0.100,-8.970
-8.522,0.111,-8.941
-8.270,0.102,-8.900
-9.437,0.083,-8.947
-8.404,0.053,-8.937
-8.320,0.064,-8.915
-8.095,0.065,-8.878
-9.119,0.116,-8.887
-9.493,0.056,-8.949
-8.606,0.077,-8.938
-9.428,0.108,-8.968
-9.729,0.089,-9.027
-9.300,0.089,-9.054
-8.100,0.050,-9.017
-8.529,0.091,-8.991
