9.9,1.98
19.504,3.9304
28.6305,6.79345
37.0315,10.4966
44.5105,14.9477
50.9345,20.0411
56.2361,25.6647
60.4071,31.7054
63.4876,38.0542
65.5515,44.6093
66.6936,51.2787
67.0177,57.9805
66.6282,64.6433
65.6246,71.2057
64.0974,77.6155
62.1274,83.8282
59.7848,89.8067
57.1299,95.5197
54.2141,100.941
51.0808,106.049
47.7666,110.826
44.3024,115.256
40.7141,119.327
37.0237,123.03
33.25,126.355
29.4089,129.296
25.5145,131.847
21.5787,134.005
17.6126,135.766
13.6258,137.129
9.6272,138.092
5.62535,138.654
1.62829,138.817
-2.35606,138.581
-6.10865,137.971
-9.76838,136.994
-13.2723,135.666
-16.5628,134.01
-19.5895,132.051
-22.3109,129.82
-24.6951,127.351
-26.7203,124.679
-28.3742,121.841
-29.6532,118.876
-30.5615,115.82
-31.1095,112.709
-31.3125,109.577
-31.1898,106.458
-30.7628,103.382
-30.0547,100.377
-29.0891,97.4678
-27.8897,94.6788
-26.4798,92.0309
-24.8817,89.5427
-23.1168,87.231
-21.2056,85.1105
-19.1669,83.1938
-17.0189,81.4919
-14.7785,80.014
-12.4615,78.7679
-10.083,77.7596
-7.65727,76.9939
-5.19802,76.4741
-2.71841,76.2022
-0.231238,76.1791
2.25091,76.4042
4.50542,76.8547
6.69965,77.5247
8.8023,78.4049
10.7843,79.4833
12.6197,80.7453
14.2859,82.1739
15.7644,83.7503
17.0409,85.4544
18.105,87.2649
18.9508,89.16
19.5756,91.1176
19.9807,93.1156
20.1699,95.1326
20.1498,97.1476
19.929,99.1405
19.5178,101.092
18.9276,102.985
18.1709,104.802
17.2605,106.528
16.2097,108.149
15.0321,109.652
13.7409,111.026
12.3494,112.261
10.8708,113.348
9.31774,114.28
7.7029,115.051
6.03851,115.654
4.33661,116.088
2.609,116.349
0.867306,116.436
-0.877012,116.348
-2.41104,116.107
-3.91591,115.715
-5.3721,115.178
-6.76105,114.502
-8.06553,113.695
-9.27001,112.768
-10.3609,111.732
-11.3268,110.6
-12.1585,109.384
-12.849,108.099
-13.3938,106.759
-13.7904,105.38
-14.0382,103.977
-14.1388,102.563
-14.0952,101.153
-13.9118,99.762
-13.5945,98.4026
-13.15,97.0876
-12.5858,95.829
-11.9103,94.638
-11.1322,93.5248
-10.2608,92.4987
-9.30537,91.5682
-8.2756,90.7406
-7.18117,90.0225
-6.03185,89.4193
-4.8374,88.9356
-3.60755,88.5748
-2.35202,88.3396
-1.08044,88.2316
0.197568,88.2513
1.2724,88.3786
2.33292,88.6118
3.3663,88.9485
4.36012,89.3845
5.30266,89.9148
6.18306,90.5331
6.99153,91.2322
7.71942,92.0042
8.35942,92.8401
8.90553,93.7307
9.35315,94.666
9.69907,95.6359
9.94141,96.63
10.0796,97.638
10.1142,98.6494
10.0469,99.6541
9.88059,100.642
9.61875,101.604
9.26583,102.531
8.82691,103.413
8.30767,104.244
7.71424,105.015
7.05318,105.721
6.33136,106.354
5.55587,106.91
4.73405,107.383
3.87335,107.77
2.98132,108.068
2.06559,108.275
1.13383,108.388
0.193708,108.408
-0.747101,108.333
-1.47984,108.185
-2.19616,107.965
-2.88787,107.677
-3.5472,107.322
-4.1668,106.905
-4.73996,106.431
-5.26062,105.905
-5.72346,105.333
-6.12398,104.72
-6.45852,104.075
-6.72426,103.402
-6.91926,102.71
-7.04241,102.006
-7.09341,101.297
-7.07276,100.589
-6.98167,99.8912
-6.82204,99.209
-6.5964,98.5493
-6.30782,97.9186
-5.95989,97.3226
-5.55663,96.7669
-5.10244,96.2567
-4.60208,95.7965
-4.06054,95.3904
-3.4831,95.0421
-2.87517,94.7546
-2.24237,94.5303
-1.59037,94.3713
-0.924975,94.2788
-0.252001,94.2536
0.422701,94.2959
0.892934,94.3852
1.35362,94.5205
1.79973,94.7005
2.22644,94.9231
2.62917,95.1861
3.00365,95.4864
3.34599,95.821
3.65269,96.1863
3.92072,96.5784
